ID;Replicate 1 GCMS_SampleID;Replicate 1 GCMS_Vial;Replicate 1 GCMS_Replicate;Replicate 1 GCMS_Treatment;Replicate 1 GCMS_HarvestDate;Replicate 1 GCMS_MoistureContent%;Replicate 1 GCMS_Bucket.;Replicate 1 GCMS_Harvest.;Replicate 1 GCMS_Comment;Column1;Column2;Name;RecordNum;Data Filename;Sample ID;Alias;Replicate1;Replicate2;BiologicalReplicate;ReplicateExtraction;Ret Time;Area;Height;Conc;Area%;Height%;LED samples_SampleID;LED samples_Vial;LED samples_Replicate;LED samples_Treatment;LED samples_HarvestDate;LED samples_MoistureContent%;LED samples_Bucket.;LED samples_Harvest.;LED samples_Comment
11;cascade;B5;1;blue;14/10/2020;10,27;8;1;;X;;Caryophyllene;21;B5 C5_B5C5001_1272020_44.gcd;B5C5001;B5C5;B5;C5;1;4;14,089;5832;2333;160,223;1,475;1,455;cascade;B5;1;blue;14/10/2020;10,27;8;1;
11;cascade;B5;1;blue;14/10/2020;10,27;8;1;;X;;Humulene;21;B5 C5_B5C5001_1272020_44.gcd;B5C5001;B5C5;B5;C5;1;4;14,5;9690;3792;225,788;2,45;2,364;cascade;B5;1;blue;14/10/2020;10,27;8;1;
11;cascade;B5;1;blue;14/10/2020;10,27;8;1;;X;;Myrcene;22;B5 C5_B5C5002_1272020_46.gcd;B5C5002;B5C5;B5;C5;2;6;6,081;240390;105129;6338,197;0,09;0,211;cascade;B5;1;blue;14/10/2020;10,27;8;1;
11;cascade;B5;1;blue;14/10/2020;10,27;8;1;;X;;b-Pinene;22;B5 C5_B5C5002_1272020_46.gcd;B5C5002;B5C5;B5;C5;2;6;6,206;4587;1654;94,272;0,002;0,003;cascade;B5;1;blue;14/10/2020;10,27;8;1;
11;cascade;B5;1;blue;14/10/2020;10,27;8;1;;X;;Limonene;22;B5 C5_B5C5002_1272020_46.gcd;B5C5002;B5C5;B5;C5;2;6;6,909;1362;502;36,215;0,001;0,001;cascade;B5;1;blue;14/10/2020;10,27;8;1;
11;cascade;B5;1;blue;14/10/2020;10,27;8;1;;X;;GeranylAcetate;22;B5 C5_B5C5002_1272020_46.gcd;B5C5002;B5C5;B5;C5;2;6;13,361;6843;3197;320,709;0,003;0,006;cascade;B5;1;blue;14/10/2020;10,27;8;1;
11;cascade;B5;1;blue;14/10/2020;10,27;8;1;;X;;trans-b-Farnesene;22;B5 C5_B5C5002_1272020_46.gcd;B5C5002;B5C5;B5;C5;2;6;14,005;7287;3449;211,413;0,003;0,007;cascade;B5;1;blue;14/10/2020;10,27;8;1;
11;cascade;B5;1;blue;14/10/2020;10,27;8;1;;X;;Caryophyllene;22;B5 C5_B5C5002_1272020_46.gcd;B5C5002;B5C5;B5;C5;2;6;14,089;5184;2108;159,585;0,002;0,004;cascade;B5;1;blue;14/10/2020;10,27;8;1;
11;cascade;B5;1;blue;14/10/2020;10,27;8;1;;X;;Humulene;22;B5 C5_B5C5002_1272020_46.gcd;B5C5002;B5C5;B5;C5;2;6;14,501;8611;3396;224,85;0,003;0,007;cascade;B5;1;blue;14/10/2020;10,27;8;1;
11;cascade;B5;1;blue;14/10/2020;10,27;8;1;;X;;Myrcene;23;B5 C5_B5C5002_1272020_48.gcd;B5C5002;B5C5;B5;C5;2;8;6,083;216972;96099;5720,76;69,574;74,475;cascade;B5;1;blue;14/10/2020;10,27;8;1;
11;cascade;B5;1;blue;14/10/2020;10,27;8;1;;X;;b-Pinene;23;B5 C5_B5C5002_1272020_48.gcd;B5C5002;B5C5;B5;C5;2;8;6,209;4041;1485;83,041;1,296;1,151;cascade;B5;1;blue;14/10/2020;10,27;8;1;
11;cascade;B5;1;blue;14/10/2020;10,27;8;1;;X;;Limonene;23;B5 C5_B5C5002_1272020_48.gcd;B5C5002;B5C5;B5;C5;2;8;6,911;1173;426;31,191;0,376;0,331;cascade;B5;1;blue;14/10/2020;10,27;8;1;
11;cascade;B5;1;blue;14/10/2020;10,27;8;1;;X;;GeranylAcetate;23;B5 C5_B5C5002_1272020_48.gcd;B5C5002;B5C5;B5;C5;2;8;13,361;6190;2967;290,1;1,985;2,3;cascade;B5;1;blue;14/10/2020;10,27;8;1;
11;cascade;B5;1;blue;14/10/2020;10,27;8;1;;X;;trans-b-Farnesene;23;B5 C5_B5C5002_1272020_48.gcd;B5C5002;B5C5;B5;C5;2;8;14,005;6781;3257;196,725;2,174;2,524;cascade;B5;1;blue;14/10/2020;10,27;8;1;
11;cascade;B5;1;blue;14/10/2020;10,27;8;1;;X;;Caryophyllene;23;B5 C5_B5C5002_1272020_48.gcd;B5C5002;B5C5;B5;C5;2;8;14,09;4878;2030;150,182;1,564;1,573;cascade;B5;1;blue;14/10/2020;10,27;8;1;
11;cascade;B5;1;blue;14/10/2020;10,27;8;1;;X;;Humulene;23;B5 C5_B5C5002_1272020_48.gcd;B5C5002;B5C5;B5;C5;2;8;14,501;8224;3264;214,732;2,637;2,53;cascade;B5;1;blue;14/10/2020;10,27;8;1;
11;cascade;B5;1;blue;14/10/2020;10,27;8;1;;X;;Myrcene;24;B5 C5_B5C5002_1272020_50.gcd;B5C5002;B5C5;B5;C5;2;0;6,081;213855;92902;5638,566;48,202;56,457;cascade;B5;1;blue;14/10/2020;10,27;8;1;
11;cascade;B5;1;blue;14/10/2020;10,27;8;1;;X;;b-Pinene;24;B5 C5_B5C5002_1272020_50.gcd;B5C5002;B5C5;B5;C5;2;0;6,207;4069;1478;83,624;0,917;0,898;cascade;B5;1;blue;14/10/2020;10,27;8;1;
11;cascade;B5;1;blue;14/10/2020;10,27;8;1;;X;;Limonene;24;B5 C5_B5C5002_1272020_50.gcd;B5C5002;B5C5;B5;C5;2;0;6,908;1193;442;31,715;0,269;0,268;cascade;B5;1;blue;14/10/2020;10,27;8;1;
11;cascade;B5;1;blue;14/10/2020;10,27;8;1;;X;;GeranylAcetate;24;B5 C5_B5C5002_1272020_50.gcd;B5C5002;B5C5;B5;C5;2;0;13,36;6626;3002;310,536;1,493;1,825;cascade;B5;1;blue;14/10/2020;10,27;8;1;
11;cascade;B5;1;blue;14/10/2020;10,27;8;1;;X;;trans-b-Farnesene;24;B5 C5_B5C5002_1272020_50.gcd;B5C5002;B5C5;B5;C5;2;0;14,003;6807;3315;197,493;1,534;2,015;cascade;B5;1;blue;14/10/2020;10,27;8;1;
11;cascade;B5;1;blue;14/10/2020;10,27;8;1;;X;;Caryophyllene;24;B5 C5_B5C5002_1272020_50.gcd;B5C5002;B5C5;B5;C5;2;0;14,088;4890;2032;150,541;1,102;1,235;cascade;B5;1;blue;14/10/2020;10,27;8;1;
11;cascade;B5;1;blue;14/10/2020;10,27;8;1;;X;;Humulene;24;B5 C5_B5C5002_1272020_50.gcd;B5C5002;B5C5;B5;C5;2;0;14,499;8368;3239;218,491;1,886;1,968;cascade;B5;1;blue;14/10/2020;10,27;8;1;
35;cascade;F5;1;far red;23/10/2020;8,69;2;2;;X;;Myrcene;27;F5 G5_F5G5001_1282020_10.gcd;F5G5001;F5G5;F5;G5;1;0;6,081;32357;13994;623,435;15,536;22,114;cascade;F5;1;far red;23/10/2020;8,69;2;2;
35;cascade;F5;1;far red;23/10/2020;8,69;2;2;;X;;b-Pinene;27;F5 G5_F5G5001_1282020_10.gcd;F5G5001;F5G5;F5;G5;1;0;6,207;772;284;11,593;0,371;0,449;cascade;F5;1;far red;23/10/2020;8,69;2;2;
35;cascade;F5;1;far red;23/10/2020;8,69;2;2;;X;;Limonene;27;F5 G5_F5G5001_1282020_10.gcd;F5G5001;F5G5;F5;G5;1;0;6,914;954;358;18,531;0,458;0,566;cascade;F5;1;far red;23/10/2020;8,69;2;2;
35;cascade;F5;1;far red;23/10/2020;8,69;2;2;;X;;GeranylAcetate;27;F5 G5_F5G5001_1282020_10.gcd;F5G5001;F5G5;F5;G5;1;0;13,361;1068;483;36,582;0,513;0,763;cascade;F5;1;far red;23/10/2020;8,69;2;2;
35;cascade;F5;1;far red;23/10/2020;8,69;2;2;;X;;trans-b-Farnesene;27;F5 G5_F5G5001_1282020_10.gcd;F5G5001;F5G5;F5;G5;1;0;14,004;2441;1035;51,756;1,172;1,635;cascade;F5;1;far red;23/10/2020;8,69;2;2;
35;cascade;F5;1;far red;23/10/2020;8,69;2;2;;X;;Caryophyllene;27;F5 G5_F5G5001_1282020_10.gcd;F5G5001;F5G5;F5;G5;1;0;14,09;1592;575;35,816;0,764;0,909;cascade;F5;1;far red;23/10/2020;8,69;2;2;
35;cascade;F5;1;far red;23/10/2020;8,69;2;2;;X;;Humulene;27;F5 G5_F5G5001_1282020_10.gcd;F5G5001;F5G5;F5;G5;1;0;14,502;2824;1074;53,888;1,356;1,697;cascade;F5;1;far red;23/10/2020;8,69;2;2;
35;cascade;F5;1;far red;23/10/2020;8,69;2;2;;X;;Myrcene;25;F5 G5_F5G5001_1282020_6.gcd;F5G5001;F5G5;F5;G5;1;6;6,081;32325;13849;622,817;16,392;22,697;cascade;F5;1;far red;23/10/2020;8,69;2;2;
35;cascade;F5;1;far red;23/10/2020;8,69;2;2;;X;;b-Pinene;25;F5 G5_F5G5001_1282020_6.gcd;F5G5001;F5G5;F5;G5;1;6;6,206;807;292;12,116;0,409;0,479;cascade;F5;1;far red;23/10/2020;8,69;2;2;
35;cascade;F5;1;far red;23/10/2020;8,69;2;2;;X;;Limonene;25;F5 G5_F5G5001_1282020_6.gcd;F5G5001;F5G5;F5;G5;1;6;6,914;987;368;19,182;0,501;0,604;cascade;F5;1;far red;23/10/2020;8,69;2;2;
35;cascade;F5;1;far red;23/10/2020;8,69;2;2;;X;;GeranylAcetate;25;F5 G5_F5G5001_1282020_6.gcd;F5G5001;F5G5;F5;G5;1;6;13,359;1090;522;37,324;0,553;0,856;cascade;F5;1;far red;23/10/2020;8,69;2;2;
35;cascade;F5;1;far red;23/10/2020;8,69;2;2;;X;;trans-b-Farnesene;25;F5 G5_F5G5001_1282020_6.gcd;F5G5001;F5G5;F5;G5;1;6;14,004;2527;1069;53,563;1,281;1,752;cascade;F5;1;far red;23/10/2020;8,69;2;2;
35;cascade;F5;1;far red;23/10/2020;8,69;2;2;;X;;Caryophyllene;25;F5 G5_F5G5001_1282020_6.gcd;F5G5001;F5G5;F5;G5;1;6;14,089;1581;591;35,559;0,802;0,969;cascade;F5;1;far red;23/10/2020;8,69;2;2;
35;cascade;F5;1;far red;23/10/2020;8,69;2;2;;X;;Humulene;25;F5 G5_F5G5001_1282020_6.gcd;F5G5001;F5G5;F5;G5;1;6;14,5;2854;1079;54,455;1,447;1,768;cascade;F5;1;far red;23/10/2020;8,69;2;2;
35;cascade;F5;1;far red;23/10/2020;8,69;2;2;;X;;Myrcene;26;F5 G5_F5G5001_1282020_8.gcd;F5G5001;F5G5;F5;G5;1;8;6,08;31431;13331;605,584;16,646;22,905;cascade;F5;1;far red;23/10/2020;8,69;2;2;
35;cascade;F5;1;far red;23/10/2020;8,69;2;2;;X;;b-Pinene;26;F5 G5_F5G5001_1282020_8.gcd;F5G5001;F5G5;F5;G5;1;8;6,205;766;274;11,497;0,405;0,471;cascade;F5;1;far red;23/10/2020;8,69;2;2;
35;cascade;F5;1;far red;23/10/2020;8,69;2;2;;X;;Limonene;26;F5 G5_F5G5001_1282020_8.gcd;F5G5001;F5G5;F5;G5;1;8;6,912;960;364;18,645;0,508;0,626;cascade;F5;1;far red;23/10/2020;8,69;2;2;
35;cascade;F5;1;far red;23/10/2020;8,69;2;2;;X;;GeranylAcetate;26;F5 G5_F5G5001_1282020_8.gcd;F5G5001;F5G5;F5;G5;1;8;13,359;994;456;34,053;0,527;0,784;cascade;F5;1;far red;23/10/2020;8,69;2;2;
35;cascade;F5;1;far red;23/10/2020;8,69;2;2;;X;;trans-b-Farnesene;26;F5 G5_F5G5001_1282020_8.gcd;F5G5001;F5G5;F5;G5;1;8;14,003;2178;984;46,175;1,154;1,691;cascade;F5;1;far red;23/10/2020;8,69;2;2;
35;cascade;F5;1;far red;23/10/2020;8,69;2;2;;X;;Caryophyllene;26;F5 G5_F5G5001_1282020_8.gcd;F5G5001;F5G5;F5;G5;1;8;14,088;1401;526;31,528;0,742;0,903;cascade;F5;1;far red;23/10/2020;8,69;2;2;
35;cascade;F5;1;far red;23/10/2020;8,69;2;2;;X;;Humulene;26;F5 G5_F5G5001_1282020_8.gcd;F5G5001;F5G5;F5;G5;1;8;14,499;2584;1025;49,313;1,369;1,761;cascade;F5;1;far red;23/10/2020;8,69;2;2;
35;cascade;F5;1;far red;23/10/2020;8,69;2;2;;X;;Myrcene;28;F5 G5_F5G5002_1282020_12.gcd;F5G5002;F5G5;F5;G5;2;2;6,083;26557;11506;576,734;15,318;21,906;cascade;F5;1;far red;23/10/2020;8,69;2;2;
35;cascade;F5;1;far red;23/10/2020;8,69;2;2;;X;;b-Pinene;28;F5 G5_F5G5002_1282020_12.gcd;F5G5002;F5G5;F5;G5;2;2;6,208;644;234;10,898;0,371;0,445;cascade;F5;1;far red;23/10/2020;8,69;2;2;
35;cascade;F5;1;far red;23/10/2020;8,69;2;2;;X;;Limonene;28;F5 G5_F5G5002_1282020_12.gcd;F5G5002;F5G5;F5;G5;2;2;6,915;761;285;16,669;0,439;0,542;cascade;F5;1;far red;23/10/2020;8,69;2;2;
35;cascade;F5;1;far red;23/10/2020;8,69;2;2;;X;;GeranylAcetate;28;F5 G5_F5G5002_1282020_12.gcd;F5G5002;F5G5;F5;G5;2;2;13,36;908;402;35,061;0,524;0,765;cascade;F5;1;far red;23/10/2020;8,69;2;2;
35;cascade;F5;1;far red;23/10/2020;8,69;2;2;;X;;trans-b-Farnesene;28;F5 G5_F5G5002_1282020_12.gcd;F5G5002;F5G5;F5;G5;2;2;14,004;2082;864;49,76;1,201;1,645;cascade;F5;1;far red;23/10/2020;8,69;2;2;
35;cascade;F5;1;far red;23/10/2020;8,69;2;2;;X;;Caryophyllene;28;F5 G5_F5G5002_1282020_12.gcd;F5G5002;F5G5;F5;G5;2;2;14,089;1387;491;35,164;0,8;0,934;cascade;F5;1;far red;23/10/2020;8,69;2;2;
35;cascade;F5;1;far red;23/10/2020;8,69;2;2;;X;;Humulene;28;F5 G5_F5G5002_1282020_12.gcd;F5G5002;F5G5;F5;G5;2;2;14,501;2364;885;50,843;1,364;1,686;cascade;F5;1;far red;23/10/2020;8,69;2;2;
35;cascade;F5;1;far red;23/10/2020;8,69;2;2;;X;;Myrcene;29;F5 G5_F5G5002_1282020_14.gcd;F5G5002;F5G5;F5;G5;2;4;6,08;26850;11502;583,111;14,118;20,314;cascade;F5;1;far red;23/10/2020;8,69;2;2;
35;cascade;F5;1;far red;23/10/2020;8,69;2;2;;X;;b-Pinene;29;F5 G5_F5G5002_1282020_14.gcd;F5G5002;F5G5;F5;G5;2;4;6,205;682;239;11,538;0,358;0,423;cascade;F5;1;far red;23/10/2020;8,69;2;2;
35;cascade;F5;1;far red;23/10/2020;8,69;2;2;;X;;Limonene;29;F5 G5_F5G5002_1282020_14.gcd;F5G5002;F5G5;F5;G5;2;4;6,912;909;340;19,907;0,478;0,6;cascade;F5;1;far red;23/10/2020;8,69;2;2;
35;cascade;F5;1;far red;23/10/2020;8,69;2;2;;X;;GeranylAcetate;29;F5 G5_F5G5002_1282020_14.gcd;F5G5002;F5G5;F5;G5;2;4;13,359;934;421;36,047;0,491;0,744;cascade;F5;1;far red;23/10/2020;8,69;2;2;
35;cascade;F5;1;far red;23/10/2020;8,69;2;2;;X;;trans-b-Farnesene;29;F5 G5_F5G5002_1282020_14.gcd;F5G5002;F5G5;F5;G5;2;4;14,003;2196;934;52,479;1,155;1,649;cascade;F5;1;far red;23/10/2020;8,69;2;2;
35;cascade;F5;1;far red;23/10/2020;8,69;2;2;;X;;Caryophyllene;29;F5 G5_F5G5002_1282020_14.gcd;F5G5002;F5G5;F5;G5;2;4;14,088;1393;510;35,321;0,732;0,901;cascade;F5;1;far red;23/10/2020;8,69;2;2;
35;cascade;F5;1;far red;23/10/2020;8,69;2;2;;X;;Humulene;29;F5 G5_F5G5002_1282020_14.gcd;F5G5002;F5G5;F5;G5;2;4;14,5;2380;937;51,182;1,251;1,655;cascade;F5;1;far red;23/10/2020;8,69;2;2;
35;cascade;F5;1;far red;23/10/2020;8,69;2;2;;X;;Myrcene;30;F5 G5_F5G5002_1282020_16.gcd;F5G5002;F5G5;F5;G5;2;6;6,081;27731;11902;602,232;13,804;20,102;cascade;F5;1;far red;23/10/2020;8,69;2;2;
35;cascade;F5;1;far red;23/10/2020;8,69;2;2;;X;;b-Pinene;30;F5 G5_F5G5002_1282020_16.gcd;F5G5002;F5G5;F5;G5;2;6;6,206;683;247;11,563;0,34;0,417;cascade;F5;1;far red;23/10/2020;8,69;2;2;
35;cascade;F5;1;far red;23/10/2020;8,69;2;2;;X;;Limonene;30;F5 G5_F5G5002_1282020_16.gcd;F5G5002;F5G5;F5;G5;2;6;6,914;958;347;20,98;0,477;0,586;cascade;F5;1;far red;23/10/2020;8,69;2;2;
35;cascade;F5;1;far red;23/10/2020;8,69;2;2;;X;;GeranylAcetate;30;F5 G5_F5G5002_1282020_16.gcd;F5G5002;F5G5;F5;G5;2;6;13,361;994;442;38,368;0,495;0,747;cascade;F5;1;far red;23/10/2020;8,69;2;2;
35;cascade;F5;1;far red;23/10/2020;8,69;2;2;;X;;trans-b-Farnesene;30;F5 G5_F5G5002_1282020_16.gcd;F5G5002;F5G5;F5;G5;2;6;14,004;2294;959;54,814;1,142;1,619;cascade;F5;1;far red;23/10/2020;8,69;2;2;
35;cascade;F5;1;far red;23/10/2020;8,69;2;2;;X;;Caryophyllene;30;F5 G5_F5G5002_1282020_16.gcd;F5G5002;F5G5;F5;G5;2;6;14,089;1511;540;38,304;0,752;0,912;cascade;F5;1;far red;23/10/2020;8,69;2;2;
35;cascade;F5;1;far red;23/10/2020;8,69;2;2;;X;;Humulene;30;F5 G5_F5G5002_1282020_16.gcd;F5G5002;F5G5;F5;G5;2;6;14,501;2552;978;54,895;1,271;1,652;cascade;F5;1;far red;23/10/2020;8,69;2;2;
43;cascade#175;H1;1;control;;;;;20-WA435-218;;;Myrcene;31;H1 A2_H1A2001_1282020_18.gcd;H1A2001;H1A2;H1;A2;1;8;6,083;288311;126962;6277,618;38,494;45,861;cascade#175;H1;1;control;;;;;20-WA435-218
43;cascade#175;H1;1;control;;;;;20-WA435-218;;;b-Pinene;31;H1 A2_H1A2001_1282020_18.gcd;H1A2001;H1A2;H1;A2;1;8;6,206;7126;2737;120,941;0,951;0,989;cascade#175;H1;1;control;;;;;20-WA435-218
43;cascade#175;H1;1;control;;;;;20-WA435-218;;;Limonene;31;H1 A2_H1A2001_1282020_18.gcd;H1A2001;H1A2;H1;A2;1;8;6,908;1686;612;37,003;0,225;0,221;cascade#175;H1;1;control;;;;;20-WA435-218
43;cascade#175;H1;1;control;;;;;20-WA435-218;;;Linalool;31;H1 A2_H1A2001_1282020_18.gcd;H1A2001;H1A2;H1;A2;1;8;8,748;2514;791;61,214;0,336;0,286;cascade#175;H1;1;control;;;;;20-WA435-218
43;cascade#175;H1;1;control;;;;;20-WA435-218;;;GeranylAcetate;31;H1 A2_H1A2001_1282020_18.gcd;H1A2001;H1A2;H1;A2;1;8;13,361;9257;4320;358,269;1,236;1,56;cascade#175;H1;1;control;;;;;20-WA435-218
43;cascade#175;H1;1;control;;;;;20-WA435-218;;;trans-b-Farnesene;31;H1 A2_H1A2001_1282020_18.gcd;H1A2001;H1A2;H1;A2;1;8;14,005;20127;9773;482,214;2,687;3,53;cascade#175;H1;1;control;;;;;20-WA435-218
43;cascade#175;H1;1;control;;;;;20-WA435-218;;;Caryophyllene;31;H1 A2_H1A2001_1282020_18.gcd;H1A2001;H1A2;H1;A2;1;8;14,09;26194;11477;665,942;3,497;4,146;cascade#175;H1;1;control;;;;;20-WA435-218
43;cascade#175;H1;1;control;;;;;20-WA435-218;;;Humulene;31;H1 A2_H1A2001_1282020_18.gcd;H1A2001;H1A2;H1;A2;1;8;14,502;57735;24838;1244,931;7,708;8,972;cascade#175;H1;1;control;;;;;20-WA435-218
43;cascade#175;H1;1;control;;;;;20-WA435-218;;;Myrcene;32;H1 A2_H1A2001_1282020_20.gcd;H1A2001;H1A2;H1;A2;1;0;6,083;271305;120403;5907,33;37,3;44,528;cascade#175;H1;1;control;;;;;20-WA435-218
43;cascade#175;H1;1;control;;;;;20-WA435-218;;;b-Pinene;32;H1 A2_H1A2001_1282020_20.gcd;H1A2001;H1A2;H1;A2;1;0;6,206;6700;2590;113,719;0,921;0,958;cascade#175;H1;1;control;;;;;20-WA435-218
43;cascade#175;H1;1;control;;;;;20-WA435-218;;;Limonene;32;H1 A2_H1A2001_1282020_20.gcd;H1A2001;H1A2;H1;A2;1;0;6,908;1604;581;35,216;0,221;0,215;cascade#175;H1;1;control;;;;;20-WA435-218
43;cascade#175;H1;1;control;;;;;20-WA435-218;;;Linalool;32;H1 A2_H1A2001_1282020_20.gcd;H1A2001;H1A2;H1;A2;1;0;8,748;2440;752;59,411;0,335;0,278;cascade#175;H1;1;control;;;;;20-WA435-218
43;cascade#175;H1;1;control;;;;;20-WA435-218;;;GeranylAcetate;32;H1 A2_H1A2001_1282020_20.gcd;H1A2001;H1A2;H1;A2;1;0;13,36;9017;4131;349,015;1,24;1,528;cascade#175;H1;1;control;;;;;20-WA435-218
43;cascade#175;H1;1;control;;;;;20-WA435-218;;;trans-b-Farnesene;32;H1 A2_H1A2001_1282020_20.gcd;H1A2001;H1A2;H1;A2;1;0;14,004;21456;10875;514,045;2,95;4,022;cascade#175;H1;1;control;;;;;20-WA435-218
43;cascade#175;H1;1;control;;;;;20-WA435-218;;;Caryophyllene;32;H1 A2_H1A2001_1282020_20.gcd;H1A2001;H1A2;H1;A2;1;0;14,089;26577;12022;675,698;3,654;4,446;cascade#175;H1;1;control;;;;;20-WA435-218
43;cascade#175;H1;1;control;;;;;20-WA435-218;;;Humulene;32;H1 A2_H1A2001_1282020_20.gcd;H1A2001;H1A2;H1;A2;1;0;14,501;59284;24978;1278,336;8,151;9,237;cascade#175;H1;1;control;;;;;20-WA435-218
43;cascade#175;H1;1;control;;;;;20-WA435-218;;;Myrcene;33;H1 A2_H1A2001_1282020_22.gcd;H1A2001;H1A2;H1;A2;1;2;6,08;267971;117098;5834,732;38,085;45,306;cascade#175;H1;1;control;;;;;20-WA435-218
43;cascade#175;H1;1;control;;;;;20-WA435-218;;;b-Pinene;33;H1 A2_H1A2001_1282020_22.gcd;H1A2001;H1A2;H1;A2;1;2;6,204;6719;2572;114,044;0,955;0,995;cascade#175;H1;1;control;;;;;20-WA435-218
43;cascade#175;H1;1;control;;;;;20-WA435-218;;;Limonene;33;H1 A2_H1A2001_1282020_22.gcd;H1A2001;H1A2;H1;A2;1;2;6,905;1615;569;35,46;0,23;0,22;cascade#175;H1;1;control;;;;;20-WA435-218
43;cascade#175;H1;1;control;;;;;20-WA435-218;;;Linalool;33;H1 A2_H1A2001_1282020_22.gcd;H1A2001;H1A2;H1;A2;1;2;8,743;2542;754;61,877;0,361;0,292;cascade#175;H1;1;control;;;;;20-WA435-218
43;cascade#175;H1;1;control;;;;;20-WA435-218;;;GeranylAcetate;33;H1 A2_H1A2001_1282020_22.gcd;H1A2001;H1A2;H1;A2;1;2;13,359;8682;4021;336,048;1,234;1,556;cascade#175;H1;1;control;;;;;20-WA435-218
43;cascade#175;H1;1;control;;;;;20-WA435-218;;;trans-b-Farnesene;33;H1 A2_H1A2001_1282020_22.gcd;H1A2001;H1A2;H1;A2;1;2;14,003;19804;9891;474,47;2,815;3,827;cascade#175;H1;1;control;;;;;20-WA435-218
43;cascade#175;H1;1;control;;;;;20-WA435-218;;;Caryophyllene;33;H1 A2_H1A2001_1282020_22.gcd;H1A2001;H1A2;H1;A2;1;2;14,088;25066;10979;637,284;3,563;4,248;cascade#175;H1;1;control;;;;;20-WA435-218
43;cascade#175;H1;1;control;;;;;20-WA435-218;;;Humulene;33;H1 A2_H1A2001_1282020_22.gcd;H1A2001;H1A2;H1;A2;1;2;14,5;55942;22862;1206,276;7,951;8,845;cascade#175;H1;1;control;;;;;20-WA435-218
43;cascade#175;H1;1;control;;;;;20-WA435-218;;;Myrcene;34;H1 A2_H1A2002_1282020_24.gcd;H1A2002;H1A2;H1;A2;2;4;6,08;256885;111710;5669,492;37,641;44,434;cascade#175;H1;1;control;;;;;20-WA435-218
43;cascade#175;H1;1;control;;;;;20-WA435-218;;;b-Pinene;34;H1 A2_H1A2002_1282020_24.gcd;H1A2002;H1A2;H1;A2;2;4;6,204;6383;2471;109,804;0,935;0,983;cascade#175;H1;1;control;;;;;20-WA435-218
43;cascade#175;H1;1;control;;;;;20-WA435-218;;;Limonene;34;H1 A2_H1A2002_1282020_24.gcd;H1A2002;H1A2;H1;A2;2;4;6,905;1512;548;33,644;0,222;0,218;cascade#175;H1;1;control;;;;;20-WA435-218
43;cascade#175;H1;1;control;;;;;20-WA435-218;;;Linalool;34;H1 A2_H1A2002_1282020_24.gcd;H1A2002;H1A2;H1;A2;2;4;8,745;2451;738;60,486;0,359;0,293;cascade#175;H1;1;control;;;;;20-WA435-218
43;cascade#175;H1;1;control;;;;;20-WA435-218;;;GeranylAcetate;34;H1 A2_H1A2002_1282020_24.gcd;H1A2002;H1A2;H1;A2;2;4;13,359;8639;3999;338,915;1,266;1,591;cascade#175;H1;1;control;;;;;20-WA435-218
43;cascade#175;H1;1;control;;;;;20-WA435-218;;;trans-b-Farnesene;34;H1 A2_H1A2002_1282020_24.gcd;H1A2002;H1A2;H1;A2;2;4;14,003;19472;9774;472,864;2,853;3,888;cascade#175;H1;1;control;;;;;20-WA435-218
43;cascade#175;H1;1;control;;;;;20-WA435-218;;;Caryophyllene;34;H1 A2_H1A2002_1282020_24.gcd;H1A2002;H1A2;H1;A2;2;4;14,088;25424;11201;655,181;3,725;4,455;cascade#175;H1;1;control;;;;;20-WA435-218
43;cascade#175;H1;1;control;;;;;20-WA435-218;;;Humulene;34;H1 A2_H1A2002_1282020_24.gcd;H1A2002;H1A2;H1;A2;2;4;14,5;56171;23808;1227,694;8,231;9,47;cascade#175;H1;1;control;;;;;20-WA435-218
43;cascade#175;H1;1;control;;;;;20-WA435-218;;;Myrcene;35;H1 A2_H1A2002_1282020_26.gcd;H1A2002;H1A2;H1;A2;2;6;6,081;255760;112443;5644,67;37,832;44,791;cascade#175;H1;1;control;;;;;20-WA435-218
43;cascade#175;H1;1;control;;;;;20-WA435-218;;;b-Pinene;35;H1 A2_H1A2002_1282020_26.gcd;H1A2002;H1A2;H1;A2;2;6;6,204;6410;2453;110,277;0,948;0,977;cascade#175;H1;1;control;;;;;20-WA435-218
43;cascade#175;H1;1;control;;;;;20-WA435-218;;;Limonene;35;H1 A2_H1A2002_1282020_26.gcd;H1A2002;H1A2;H1;A2;2;6;6,906;1499;540;33,354;0,222;0,215;cascade#175;H1;1;control;;;;;20-WA435-218
43;cascade#175;H1;1;control;;;;;20-WA435-218;;;Linalool;35;H1 A2_H1A2002_1282020_26.gcd;H1A2002;H1A2;H1;A2;2;6;8,746;2383;720;58,802;0,352;0,287;cascade#175;H1;1;control;;;;;20-WA435-218
43;cascade#175;H1;1;control;;;;;20-WA435-218;;;GeranylAcetate;35;H1 A2_H1A2002_1282020_26.gcd;H1A2002;H1A2;H1;A2;2;6;13,358;9571;4403;375,496;1,416;1,754;cascade#175;H1;1;control;;;;;20-WA435-218
43;cascade#175;H1;1;control;;;;;20-WA435-218;;;trans-b-Farnesene;35;H1 A2_H1A2002_1282020_26.gcd;H1A2002;H1A2;H1;A2;2;6;14,003;19844;9890;481,909;2,935;3,94;cascade#175;H1;1;control;;;;;20-WA435-218
